Ages,Gender,Pendidikan,Hoby,Jobs,Pets,Addresess,Fear,Dream,Fav_food
31,P,SMK,Membaca,Guru,Kucing,Nyalindung,Ketinggian,Sehat,Nasi Padang
46,L,S2,GYM,Guru,Otter,Sukabumi,Laut,Hitam,Cimol
20,P,SMA,Ngoding,Guru,Tupai,Cisaat,Gelap,Artis,Risol Charel
55,L,S1,GYM,Pustakawan,Otter,Cisaat,Gelap,Hitam,Cimol
35,P,SMK,Ngoding,Guru,Kucing,Nyalindung,Gelap,Kaya Raya,Batagor
45,L,SMA,Membaca,Trainer,Anjing,Cisaat,Gelap,Sehat,Nasi Padang
55,L,S2,Membaca,Guru,Tupai,Sukabumi,Ketinggian,Hitam,Batagor
37,P,SMA,GYM,Trainer,Anjing,Sukabumi,Laut,Kaya Raya,Seblak
23,L,SMA,Ngoding,Guru,Tupai,Nyalindung,Ketinggian,Kaya Raya,Cimol
51,P,S2,GYM,Trainer,Tupai,Cisaat,Gelap,Sehat,Nasi Padang
30,L,S1,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Artis,Cimol
20,L,S2,Membaca,Guru,Kucing,Cisaat,Ketinggian,Artis,Nasi Padang
23,L,S2,GYM,Guru,Kucing,Nyalindung,Gelap,Kaya Raya,Nasi Padang
51,L,SMA,Membaca,Guru,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
31,L,SMK,Ngoding,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Nasi Padang
30,P,SMK,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Artis,Nasi Padang
33,L,S1,GYM,Pustakawan,Kucing,Cisaat,Gelap,Artis,Risol Charel
41,P,SMA,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Sehat,Batagor
38,L,S2,Membaca,Guru,Tupai,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
53,L,S1,Membaca,Guru,Otter,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
49,P,SMA,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Sehat,Cimol
29,L,SMA,Ngoding,Guru,Otter,Cisaat,Gelap,Hitam,Risol Charel
19,L,S2,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Artis,Cimol
26,L,SMA,Ngoding,Guru,Otter,Cisaat,Gelap,Hitam,Cimol
36,P,SMA,Ngoding,Trainer,Kucing,Sukabumi,Laut,Artis,Seblak
32,L,S2,Membaca,Pustakawan,Anjing,Cisaat,Laut,Hitam,Seblak
40,L,S1,Ngoding,Guru,Anjing,Cisaat,Ketinggian,Sehat,Cimol
53,P,SMA,GYM,Pustakawan,Kucing,Cisaat,Gelap,Artis,Batagor
32,L,SMA,Ngoding,Trainer,Kucing,Nyalindung,Laut,Sehat,Risol Charel
47,L,S2,Membaca,Guru,Otter,Cisaat,Ketinggian,Sehat,Seblak
41,P,SMA,GYM,Guru,Kucing,Sukabumi,Gelap,Kaya Raya,Risol Charel
50,P,S1,Membaca,Trainer,Tupai,Nyalindung,Ketinggian,Sehat,Risol Charel
47,L,S1,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Kaya Raya,Batagor
25,L,S2,Membaca,Pustakawan,Anjing,Cisaat,Laut,Hitam,Risol Charel
32,P,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Hitam,Cimol
34,P,S2,Membaca,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Batagor
36,P,SMK,GYM,Guru,Kucing,Nyalindung,Ketinggian,Sehat,Seblak
19,P,S2,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Kaya Raya,Nasi Padang
47,P,SMK,Ngoding,Pustakawan,Kucing,Nyalindung,Ketinggian,Hitam,Nasi Padang
56,L,SMK,Membaca,Trainer,Kucing,Nyalindung,Gelap,Sehat,Risol Charel
45,L,SMK,Membaca,Pustakawan,Anjing,Cisaat,Gelap,Artis,Seblak
29,L,SMK,Membaca,Trainer,Anjing,Sukabumi,Ketinggian,Sehat,Cimol
58,P,S2,Ngoding,Guru,Kucing,Nyalindung,Gelap,Artis,Risol Charel
42,L,SMA,Membaca,Trainer,Kucing,Nyalindung,Laut,Artis,Nasi Padang
30,P,SMK,Membaca,Pustakawan,Anjing,Sukabumi,Gelap,Hitam,Nasi Padang
19,P,S2,Membaca,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Seblak
26,P,S2,GYM,Trainer,Kucing,Cisaat,Ketinggian,Hitam,Risol Charel
34,P,S1,Membaca,Guru,Tupai,Nyalindung,Laut,Kaya Raya,Cimol
24,L,SMK,Ngoding,Pustakawan,Otter,Cisaat,Gelap,Hitam,Batagor
31,L,SMA,Ngoding,Pustakawan,Otter,Sukabumi,Ketinggian,Hitam,Nasi Padang
19,P,SMK,GYM,Pustakawan,Anjing,Cisaat,Gelap,Sehat,Cimol
34,L,SMA,Membaca,Guru,Otter,Sukabumi,Laut,Hitam,Nasi Padang
25,P,S2,Membaca,Guru,Tupai,Cisaat,Laut,Artis,Risol Charel
28,L,S1,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Hitam,Cimol
36,L,S2,Membaca,Trainer,Otter,Cisaat,Ketinggian,Hitam,Cimol
56,L,S1,GYM,Pustakawan,Tupai,Nyalindung,Laut,Kaya Raya,Risol Charel
24,P,SMK,Membaca,Pustakawan,Kucing,Cisaat,Gelap,Kaya Raya,Seblak
31,L,S1,Ngoding,Guru,Anjing,Sukabumi,Ketinggian,Artis,Cimol
54,L,SMK,Membaca,Trainer,Tupai,Sukabumi,Ketinggian,Sehat,Risol Charel
40,P,SMK,GYM,Trainer,Tupai,Sukabumi,Laut,Artis,Cimol
40,P,S2,Membaca,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Cimol
34,L,SMK,GYM,Guru,Kucing,Sukabumi,Laut,Artis,Batagor
53,P,S1,Ngoding,Pustakawan,Kucing,Nyalindung,Ketinggian,Sehat,Nasi Padang
59,P,S1,Membaca,Guru,Tupai,Cisaat,Laut,Kaya Raya,Risol Charel
31,P,SMK,GYM,Pustakawan,Kucing,Cisaat,Laut,Hitam,Seblak
21,P,S1,Membaca,Guru,Anjing,Cisaat,Laut,Kaya Raya,Seblak
54,L,SMK,Ngoding,Guru,Tupai,Sukabumi,Laut,Artis,Nasi Padang
37,L,S1,GYM,Pustakawan,Anjing,Nyalindung,Ketinggian,Artis,Seblak
59,P,S1,Ngoding,Trainer,Anjing,Cisaat,Gelap,Kaya Raya,Batagor
52,L,S1,GYM,Trainer,Anjing,Sukabumi,Ketinggian,Hitam,Nasi Padang
43,L,S2,GYM,Trainer,Otter,Sukabumi,Laut,Kaya Raya,Seblak
58,P,SMA,GYM,Pustakawan,Otter,Nyalindung,Gelap,Hitam,Nasi Padang
55,L,SMA,Ngoding,Guru,Otter,Cisaat,Ketinggian,Hitam,Cimol
59,L,SMK,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Kaya Raya,Batagor
18,P,S2,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Artis,Nasi Padang
19,L,S2,Membaca,Guru,Anjing,Sukabumi,Gelap,Kaya Raya,Cimol
19,P,SMA,Ngoding,Guru,Tupai,Cisaat,Laut,Hitam,Cimol
28,L,S2,GYM,Trainer,Anjing,Sukabumi,Laut,Kaya Raya,Batagor
31,P,SMK,GYM,Pustakawan,Anjing,Cisaat,Laut,Kaya Raya,Risol Charel
33,P,S1,Membaca,Trainer,Tupai,Cisaat,Ketinggian,Sehat,Seblak
46,P,S1,Ngoding,Pustakawan,Anjing,Cisaat,Ketinggian,Hitam,Batagor
51,L,SMA,Ngoding,Guru,Otter,Sukabumi,Gelap,Kaya Raya,Cimol
43,L,S1,Ngoding,Trainer,Anjing,Cisaat,Gelap,Artis,Risol Charel
47,L,S2,GYM,Guru,Tupai,Nyalindung,Ketinggian,Hitam,Cimol
38,P,S2,Membaca,Trainer,Tupai,Cisaat,Gelap,Hitam,Seblak
48,P,SMK,Ngoding,Guru,Tupai,Sukabumi,Ketinggian,Kaya Raya,Batagor
43,L,SMA,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Kaya Raya,Cimol
22,P,SMK,Membaca,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Nasi Padang
55,L,S1,GYM,Guru,Kucing,Cisaat,Laut,Artis,Cimol
23,P,SMA,Ngoding,Trainer,Otter,Cisaat,Laut,Artis,Nasi Padang
30,P,SMA,Membaca,Trainer,Anjing,Cisaat,Laut,Artis,Batagor
59,P,SMA,Membaca,Trainer,Anjing,Sukabumi,Gelap,Hitam,Cimol
20,L,S2,GYM,Pustakawan,Anjing,Nyalindung,Gelap,Sehat,Seblak
56,L,S2,Membaca,Guru,Kucing,Sukabumi,Gelap,Sehat,Batagor
52,L,S2,Membaca,Trainer,Anjing,Nyalindung,Laut,Kaya Raya,Risol Charel
20,P,S1,Ngoding,Guru,Anjing,Nyalindung,Gelap,Artis,Cimol
38,P,SMA,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Kaya Raya,Batagor
54,L,S2,Membaca,Guru,Kucing,Nyalindung,Laut,Sehat,Risol Charel
57,P,SMA,Ngoding,Guru,Anjing,Cisaat,Laut,Hitam,Batagor
44,P,SMA,Membaca,Guru,Tupai,Nyalindung,Gelap,Artis,Seblak
37,L,SMK,Ngoding,Trainer,Otter,Cisaat,Ketinggian,Kaya Raya,Seblak
41,P,S1,Membaca,Guru,Otter,Nyalindung,Gelap,Hitam,Risol Charel
52,L,SMA,Membaca,Guru,Otter,Cisaat,Laut,Sehat,Seblak
57,P,S1,Membaca,Pustakawan,Kucing,Sukabumi,Gelap,Kaya Raya,Seblak
28,P,SMK,Membaca,Trainer,Tupai,Nyalindung,Laut,Kaya Raya,Seblak
26,L,S1,GYM,Pustakawan,Anjing,Sukabumi,Laut,Sehat,Batagor
49,L,SMK,Membaca,Trainer,Anjing,Nyalindung,Ketinggian,Hitam,Batagor
38,P,S2,GYM,Trainer,Kucing,Nyalindung,Gelap,Sehat,Seblak
49,P,SMA,Membaca,Guru,Otter,Nyalindung,Gelap,Kaya Raya,Seblak
48,L,S1,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Hitam,Risol Charel
40,P,SMA,Ngoding,Trainer,Anjing,Sukabumi,Laut,Artis,Batagor
45,L,S1,Ngoding,Guru,Tupai,Cisaat,Laut,Artis,Nasi Padang
30,P,S2,Membaca,Pustakawan,Kucing,Sukabumi,Laut,Hitam,Risol Charel
53,P,S1,Ngoding,Trainer,Otter,Nyalindung,Gelap,Hitam,Nasi Padang
55,P,S1,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Hitam,Cimol
59,L,S1,Membaca,Trainer,Otter,Cisaat,Ketinggian,Artis,Batagor
48,P,SMK,GYM,Trainer,Otter,Cisaat,Ketinggian,Artis,Nasi Padang
46,L,SMK,GYM,Trainer,Otter,Nyalindung,Ketinggian,Sehat,Nasi Padang
41,L,S2,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Sehat,Seblak
57,P,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
48,P,SMA,Ngoding,Guru,Kucing,Sukabumi,Ketinggian,Sehat,Seblak
55,L,SMK,GYM,Pustakawan,Otter,Sukabumi,Ketinggian,Hitam,Cimol
34,P,SMA,GYM,Pustakawan,Otter,Nyalindung,Laut,Kaya Raya,Cimol
59,L,S1,GYM,Trainer,Otter,Nyalindung,Gelap,Hitam,Seblak
20,L,SMA,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Kaya Raya,Cimol
43,L,S2,GYM,Pustakawan,Anjing,Nyalindung,Laut,Sehat,Nasi Padang
54,L,SMA,Membaca,Pustakawan,Kucing,Sukabumi,Ketinggian,Kaya Raya,Risol Charel
18,L,S1,GYM,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Nasi Padang
42,L,S2,GYM,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Cimol
27,P,SMK,GYM,Trainer,Kucing,Sukabumi,Gelap,Hitam,Cimol
56,P,S2,GYM,Trainer,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
44,L,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Laut,Sehat,Risol Charel
21,P,S1,Membaca,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Nasi Padang
26,L,S2,Membaca,Pustakawan,Tupai,Cisaat,Laut,Hitam,Risol Charel
56,L,SMK,Membaca,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Risol Charel
54,L,SMA,GYM,Guru,Otter,Sukabumi,Gelap,Artis,Cimol
39,L,SMA,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Artis,Seblak
53,L,S2,Membaca,Guru,Anjing,Cisaat,Gelap,Artis,Cimol
18,P,SMK,GYM,Guru,Tupai,Sukabumi,Ketinggian,Sehat,Cimol
31,P,SMA,GYM,Pustakawan,Otter,Nyalindung,Gelap,Sehat,Risol Charel
56,P,S2,Ngoding,Pustakawan,Anjing,Nyalindung,Gelap,Artis,Batagor
22,L,SMK,GYM,Pustakawan,Anjing,Nyalindung,Gelap,Artis,Cimol
58,P,S2,Membaca,Pustakawan,Otter,Sukabumi,Gelap,Sehat,Nasi Padang
35,L,S2,Ngoding,Guru,Kucing,Nyalindung,Laut,Artis,Nasi Padang
40,P,SMK,Membaca,Trainer,Kucing,Sukabumi,Laut,Sehat,Risol Charel
49,L,SMA,Membaca,Trainer,Kucing,Cisaat,Laut,Hitam,Cimol
22,L,S2,Ngoding,Guru,Kucing,Sukabumi,Laut,Artis,Risol Charel
21,L,SMK,GYM,Pustakawan,Tupai,Sukabumi,Laut,Hitam,Nasi Padang
43,L,SMA,Ngoding,Guru,Otter,Sukabumi,Laut,Kaya Raya,Risol Charel
22,P,S2,Membaca,Guru,Kucing,Sukabumi,Ketinggian,Sehat,Risol Charel
56,L,SMA,Ngoding,Trainer,Tupai,Sukabumi,Gelap,Artis,Cimol
42,L,S2,Ngoding,Guru,Kucing,Sukabumi,Gelap,Hitam,Batagor
27,P,S2,Membaca,Trainer,Anjing,Cisaat,Gelap,Hitam,Batagor
25,L,SMK,GYM,Trainer,Kucing,Cisaat,Laut,Sehat,Nasi Padang
50,L,SMA,Membaca,Pustakawan,Kucing,Sukabumi,Gelap,Sehat,Batagor
30,L,SMA,Ngoding,Trainer,Kucing,Nyalindung,Ketinggian,Hitam,Batagor
30,L,S1,GYM,Pustakawan,Anjing,Sukabumi,Laut,Kaya Raya,Cimol
36,L,SMA,GYM,Pustakawan,Otter,Nyalindung,Gelap,Hitam,Nasi Padang
31,P,S2,Ngoding,Trainer,Kucing,Nyalindung,Laut,Sehat,Cimol
55,L,SMK,Membaca,Pustakawan,Tupai,Cisaat,Ketinggian,Hitam,Seblak
22,P,S1,GYM,Trainer,Tupai,Nyalindung,Ketinggian,Artis,Nasi Padang
54,L,S1,GYM,Guru,Anjing,Nyalindung,Gelap,Kaya Raya,Seblak
29,P,SMK,Ngoding,Pustakawan,Anjing,Cisaat,Gelap,Hitam,Risol Charel
60,L,SMA,Membaca,Trainer,Anjing,Cisaat,Laut,Sehat,Batagor
23,L,SMA,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Artis,Risol Charel
36,L,S2,Ngoding,Guru,Tupai,Sukabumi,Gelap,Hitam,Nasi Padang
32,P,S2,GYM,Pustakawan,Anjing,Cisaat,Ketinggian,Sehat,Cimol
32,L,S1,Ngoding,Guru,Anjing,Nyalindung,Gelap,Kaya Raya,Cimol
39,L,SMA,Membaca,Guru,Otter,Nyalindung,Gelap,Artis,Batagor
52,P,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Kaya Raya,Batagor
52,L,SMK,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Seblak
21,L,S2,Ngoding,Trainer,Anjing,Nyalindung,Ketinggian,Sehat,Batagor
23,P,SMK,GYM,Trainer,Otter,Cisaat,Gelap,Sehat,Nasi Padang
41,P,SMK,GYM,Pustakawan,Anjing,Cisaat,Gelap,Kaya Raya,Cimol
29,P,S1,GYM,Trainer,Otter,Nyalindung,Laut,Sehat,Batagor
51,P,S1,Membaca,Pustakawan,Anjing,Cisaat,Laut,Sehat,Risol Charel
59,L,SMK,GYM,Trainer,Anjing,Cisaat,Gelap,Artis,Nasi Padang
58,L,S1,Membaca,Trainer,Anjing,Sukabumi,Gelap,Kaya Raya,Risol Charel
28,L,SMK,Ngoding,Guru,Otter,Sukabumi,Laut,Hitam,Seblak
30,P,S1,GYM,Pustakawan,Kucing,Nyalindung,Gelap,Kaya Raya,Seblak
46,P,S1,Membaca,Trainer,Tupai,Nyalindung,Laut,Kaya Raya,Risol Charel
37,L,SMK,Membaca,Pustakawan,Otter,Cisaat,Ketinggian,Artis,Cimol
18,L,S1,Membaca,Trainer,Kucing,Cisaat,Laut,Hitam,Batagor
34,P,SMA,Membaca,Guru,Kucing,Cisaat,Laut,Kaya Raya,Seblak
58,P,S1,Membaca,Guru,Otter,Cisaat,Gelap,Artis,Nasi Padang
28,P,SMK,GYM,Pustakawan,Otter,Cisaat,Laut,Artis,Cimol
26,L,SMK,GYM,Trainer,Otter,Cisaat,Gelap,Sehat,Risol Charel
60,P,S1,GYM,Trainer,Anjing,Nyalindung,Gelap,Hitam,Risol Charel
51,L,SMK,GYM,Guru,Tupai,Sukabumi,Laut,Hitam,Cimol
55,P,SMK,Membaca,Guru,Kucing,Cisaat,Ketinggian,Artis,Cimol
18,P,SMA,GYM,Guru,Anjing,Nyalindung,Gelap,Artis,Batagor
32,L,SMA,Ngoding,Trainer,Kucing,Cisaat,Ketinggian,Hitam,Risol Charel
24,L,S1,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Sehat,Cimol
42,P,S1,Ngoding,Guru,Tupai,Nyalindung,Gelap,Hitam,Batagor
48,L,S2,Membaca,Pustakawan,Tupai,Sukabumi,Ketinggian,Sehat,Nasi Padang
59,L,S1,GYM,Trainer,Tupai,Cisaat,Ketinggian,Artis,Nasi Padang
30,P,SMA,GYM,Guru,Kucing,Cisaat,Laut,Sehat,Seblak
21,P,S2,GYM,Trainer,Kucing,Sukabumi,Gelap,Artis,Batagor
22,P,SMA,Ngoding,Trainer,Kucing,Nyalindung,Gelap,Artis,Seblak
21,P,S1,Membaca,Guru,Tupai,Sukabumi,Laut,Kaya Raya,Seblak
56,P,S1,Ngoding,Pustakawan,Otter,Cisaat,Laut,Sehat,Risol Charel
57,P,SMK,GYM,Trainer,Tupai,Cisaat,Laut,Sehat,Seblak
54,P,S2,Ngoding,Trainer,Kucing,Nyalindung,Laut,Kaya Raya,Cimol
49,P,S2,Membaca,Pustakawan,Tupai,Sukabumi,Ketinggian,Kaya Raya,Seblak
24,L,SMA,GYM,Pustakawan,Anjing,Nyalindung,Ketinggian,Hitam,Nasi Padang
50,L,S1,GYM,Trainer,Anjing,Cisaat,Ketinggian,Sehat,Nasi Padang
60,P,SMK,Ngoding,Pustakawan,Kucing,Cisaat,Gelap,Artis,Risol Charel
27,P,S1,Ngoding,Guru,Tupai,Cisaat,Gelap,Hitam,Risol Charel
32,P,S2,Ngoding,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Nasi Padang
25,L,SMA,Membaca,Trainer,Otter,Nyalindung,Gelap,Artis,Nasi Padang
41,L,SMA,Ngoding,Trainer,Kucing,Nyalindung,Laut,Kaya Raya,Seblak
30,P,SMA,GYM,Pustakawan,Kucing,Nyalindung,Ketinggian,Hitam,Nasi Padang
37,L,SMK,Membaca,Trainer,Otter,Cisaat,Ketinggian,Kaya Raya,Cimol
46,L,S1,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Sehat,Risol Charel
34,P,S2,GYM,Guru,Tupai,Nyalindung,Ketinggian,Artis,Seblak
48,L,SMK,Ngoding,Trainer,Kucing,Nyalindung,Ketinggian,Kaya Raya,Seblak
21,P,S2,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Kaya Raya,Risol Charel
43,P,S1,Membaca,Trainer,Otter,Cisaat,Ketinggian,Hitam,Batagor
40,P,SMA,GYM,Pustakawan,Tupai,Sukabumi,Gelap,Hitam,Risol Charel
30,L,SMA,GYM,Trainer,Kucing,Nyalindung,Gelap,Artis,Cimol
32,L,S1,Membaca,Trainer,Kucing,Nyalindung,Gelap,Sehat,Nasi Padang
48,P,SMA,Membaca,Guru,Tupai,Cisaat,Laut,Hitam,Cimol
26,L,S2,Ngoding,Pustakawan,Kucing,Sukabumi,Laut,Artis,Risol Charel
42,L,SMA,GYM,Pustakawan,Otter,Nyalindung,Gelap,Artis,Cimol
19,P,S2,Membaca,Trainer,Tupai,Sukabumi,Gelap,Artis,Batagor
59,L,SMK,GYM,Pustakawan,Tupai,Nyalindung,Ketinggian,Hitam,Cimol
54,L,S2,Membaca,Guru,Tupai,Cisaat,Gelap,Kaya Raya,Nasi Padang
19,L,SMK,Membaca,Trainer,Tupai,Sukabumi,Laut,Sehat,Risol Charel
59,P,SMA,Membaca,Trainer,Anjing,Sukabumi,Gelap,Sehat,Seblak
45,L,SMK,Membaca,Pustakawan,Anjing,Cisaat,Gelap,Hitam,Nasi Padang
36,P,SMA,Membaca,Guru,Anjing,Cisaat,Ketinggian,Sehat,Batagor
29,P,S1,Membaca,Trainer,Tupai,Sukabumi,Ketinggian,Hitam,Risol Charel
56,P,S1,Ngoding,Guru,Anjing,Sukabumi,Laut,Sehat,Cimol
31,P,S2,Ngoding,Trainer,Tupai,Sukabumi,Ketinggian,Kaya Raya,Seblak
19,L,S2,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Kaya Raya,Seblak
46,P,SMA,GYM,Pustakawan,Anjing,Nyalindung,Gelap,Artis,Nasi Padang
60,P,SMA,Ngoding,Guru,Anjing,Sukabumi,Gelap,Hitam,Risol Charel
57,L,S1,Membaca,Guru,Kucing,Cisaat,Gelap,Sehat,Cimol
60,P,S2,GYM,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Cimol
19,P,S2,Membaca,Pustakawan,Kucing,Nyalindung,Ketinggian,Hitam,Batagor
21,P,S1,Ngoding,Trainer,Kucing,Cisaat,Laut,Sehat,Risol Charel
34,L,SMK,GYM,Guru,Kucing,Sukabumi,Laut,Kaya Raya,Seblak
35,P,S1,GYM,Trainer,Tupai,Cisaat,Gelap,Kaya Raya,Batagor
52,P,SMK,GYM,Guru,Anjing,Sukabumi,Laut,Sehat,Batagor
53,P,S1,Membaca,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Nasi Padang
41,L,SMA,GYM,Guru,Otter,Cisaat,Gelap,Artis,Batagor
52,P,S1,Ngoding,Pustakawan,Otter,Nyalindung,Laut,Artis,Nasi Padang
48,L,SMA,Membaca,Guru,Kucing,Cisaat,Laut,Hitam,Cimol
58,L,SMK,GYM,Guru,Tupai,Cisaat,Laut,Sehat,Nasi Padang
55,L,SMA,GYM,Guru,Tupai,Sukabumi,Laut,Artis,Batagor
19,P,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Artis,Batagor
45,L,SMK,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Kaya Raya,Risol Charel
50,L,S2,GYM,Trainer,Tupai,Cisaat,Laut,Sehat,Nasi Padang
31,P,S2,GYM,Guru,Otter,Sukabumi,Ketinggian,Artis,Seblak
37,P,SMA,Ngoding,Trainer,Kucing,Cisaat,Gelap,Sehat,Seblak
56,L,S1,Membaca,Pustakawan,Otter,Cisaat,Gelap,Hitam,Batagor
39,P,SMA,Ngoding,Guru,Kucing,Cisaat,Ketinggian,Sehat,Batagor
36,L,SMA,Membaca,Trainer,Kucing,Cisaat,Gelap,Sehat,Seblak
21,L,S1,Ngoding,Pustakawan,Anjing,Sukabumi,Laut,Hitam,Batagor
47,L,S1,GYM,Pustakawan,Otter,Nyalindung,Ketinggian,Hitam,Cimol
24,L,S1,Membaca,Pustakawan,Otter,Cisaat,Gelap,Artis,Risol Charel
33,P,S2,GYM,Pustakawan,Kucing,Nyalindung,Ketinggian,Hitam,Seblak
45,L,S1,Ngoding,Guru,Tupai,Sukabumi,Ketinggian,Sehat,Nasi Padang
28,P,S1,GYM,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Nasi Padang
24,P,S2,GYM,Trainer,Otter,Cisaat,Gelap,Artis,Batagor
54,P,S1,Ngoding,Guru,Kucing,Cisaat,Gelap,Kaya Raya,Risol Charel
55,L,S1,GYM,Trainer,Otter,Cisaat,Ketinggian,Artis,Risol Charel
38,L,SMA,GYM,Guru,Anjing,Sukabumi,Ketinggian,Kaya Raya,Risol Charel
49,L,SMK,GYM,Guru,Kucing,Nyalindung,Ketinggian,Artis,Batagor
24,P,S1,GYM,Trainer,Otter,Cisaat,Gelap,Kaya Raya,Batagor
23,P,S1,Membaca,Guru,Kucing,Nyalindung,Laut,Artis,Cimol
28,P,S2,Membaca,Pustakawan,Anjing,Cisaat,Gelap,Kaya Raya,Seblak
37,P,SMA,Ngoding,Pustakawan,Kucing,Sukabumi,Laut,Kaya Raya,Cimol
52,P,S1,GYM,Pustakawan,Tupai,Nyalindung,Ketinggian,Sehat,Batagor
18,L,S2,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Cimol
31,P,SMK,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Artis,Batagor
34,L,SMK,GYM,Trainer,Tupai,Sukabumi,Gelap,Hitam,Cimol
39,P,SMA,Ngoding,Pustakawan,Kucing,Sukabumi,Gelap,Sehat,Nasi Padang
41,P,S2,Membaca,Guru,Otter,Cisaat,Gelap,Sehat,Seblak
50,L,SMK,Membaca,Guru,Tupai,Nyalindung,Ketinggian,Kaya Raya,Batagor
24,P,SMK,GYM,Pustakawan,Otter,Cisaat,Laut,Artis,Batagor
41,L,S1,Ngoding,Trainer,Tupai,Cisaat,Laut,Artis,Cimol
58,L,S2,GYM,Guru,Kucing,Sukabumi,Ketinggian,Hitam,Risol Charel
22,P,S1,Membaca,Trainer,Otter,Sukabumi,Gelap,Sehat,Seblak
25,P,S1,Ngoding,Trainer,Otter,Cisaat,Laut,Sehat,Batagor
48,P,SMA,GYM,Guru,Otter,Cisaat,Gelap,Artis,Nasi Padang
36,L,SMA,Ngoding,Guru,Anjing,Sukabumi,Laut,Artis,Nasi Padang
42,P,SMA,GYM,Guru,Anjing,Sukabumi,Laut,Sehat,Batagor
44,P,S1,GYM,Pustakawan,Tupai,Nyalindung,Ketinggian,Kaya Raya,Seblak
37,L,S2,Membaca,Pustakawan,Anjing,Nyalindung,Ketinggian,Artis,Nasi Padang
20,L,S1,Membaca,Guru,Otter,Cisaat,Gelap,Kaya Raya,Cimol
34,P,SMA,Membaca,Guru,Tupai,Cisaat,Gelap,Kaya Raya,Seblak
42,P,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Batagor
25,P,S1,GYM,Pustakawan,Otter,Cisaat,Laut,Artis,Batagor
51,P,SMK,Membaca,Trainer,Otter,Cisaat,Ketinggian,Artis,Batagor
27,P,SMA,GYM,Trainer,Otter,Cisaat,Laut,Sehat,Seblak
38,L,S2,GYM,Trainer,Otter,Nyalindung,Gelap,Hitam,Risol Charel
51,L,SMK,Membaca,Guru,Tupai,Nyalindung,Gelap,Artis,Batagor
32,L,SMK,Membaca,Trainer,Otter,Cisaat,Laut,Kaya Raya,Cimol
52,P,S1,Membaca,Pustakawan,Kucing,Cisaat,Ketinggian,Hitam,Cimol
35,P,SMA,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Hitam,Cimol
31,L,SMA,GYM,Trainer,Anjing,Cisaat,Ketinggian,Hitam,Risol Charel
27,L,SMK,Membaca,Pustakawan,Tupai,Nyalindung,Laut,Artis,Seblak
